"date", "low", "high", "open", "close", "volume", "range"
Sat Jun 03 2017,26.79,28.3,27.88,27.4,235877.06,1.51
Sun Jun 04 2017,26.79,27.9,27.4,27.79,238117.41,1.11
Mon Jun 05 2017,27.78,31.8,27.79,30.7,527742.32,4.02
Tue Jun 06 2017,28.08,31.33,30.66,30.1,540198.97,3.25
Wed Jun 07 2017,27.65,30.8,30.16,28.6,324888.63,3.15
Thu Jun 08 2017,27.99,30.85,28.61,30.08,297827.19,2.86
Fri Jun 09 2017,29.5,30.9,30.07,29.56,314953.91,1.40
Sat Jun 10 2017,29,30.25,29.56,30.13,369945.59,1.25
Sun Jun 11 2017,29.53,35.5,30.16,34.04,615322.32,5.97
Mon Jun 12 2017,27,34.17,34.04,29.06,682606.91,7.17
Tue Jun 13 2017,28.71,30.65,29.06,30.32,335035.95,1.94
Wed Jun 14 2017,27.5,32,30.32,28.81,544545.93,4.50
Thu Jun 15 2017,24.42,29.4,28.81,28.97,551439.22,4.98
Fri Jun 16 2017,27.65,33.9,28.98,33.89,583382.08,6.25
Sat Jun 17 2017,33.61,49,33.89,46.01,2083081.50,15.39
Sun Jun 18 2017,39.56,46.65,46.01,43.66,963691.33,7.09
Mon Jun 19 2017,42.27,49.99,43.66,47.63,1145077.73,7.72
Tue Jun 20 2017,42.5,48.45,47.63,45.63,643307.28,5.95
Wed Jun 21 2017,41.5,46.16,45.62,44,378127.43,4.66
Thu Jun 22 2017,42.87,47.89,44,45.98,399050.61,5.02
Fri Jun 23 2017,45.52,46.96,46,46.03,233194.81,1.44
Sat Jun 24 2017,42.05,46.13,46.02,43.05,321069.92,4.08
Sun Jun 25 2017,38.27,43.76,43.11,40.8,418806.79,5.49
Mon Jun 26 2017,33.38,41.98,40.79,38.15,635892.16,8.60
Tue Jun 27 2017,33.61,40.5,38.16,40.5,592388.63,6.89
Wed Jun 28 2017,37.3,43.44,40.5,42,489594.65,6.14
Thu Jun 29 2017,39.6,42.14,41.96,40.2,237438.68,2.54
Fri Jun 30 2017,39.22,41.2,40.2,39.49,190631.30,1.98
Sat Jul 01 2017,37.4,39.83,39.49,38.37,169614.81,2.43
Sun Jul 02 2017,37.15,41.99,38.35,41.59,244508.88,4.84
Mon Jul 03 2017,40.6,47.7,41.53,45.51,643434.37,7.10
Tue Jul 04 2017,45.56,55.4,45.56,54.89,1103682.62,9.84
Wed Jul 05 2017,49.01,57.75,54.98,53.4,862275.48,8.74
Thu Jul 06 2017,50.01,53.4,53.31,51.2,368067.29,3.39
Fri Jul 07 2017,44.28,51.36,51.19,46.21,657350.12,7.08
Sat Jul 08 2017,44.18,52.61,46.19,51.27,515842.72,8.43
Sun Jul 09 2017,48.33,52.55,51.27,48.76,300521.47,4.22
Mon Jul 10 2017,42.1,49.84,48.76,44.82,536969.84,7.74
Tue Jul 11 2017,41.38,46.78,44.81,43.92,488973.86,5.40
Wed Jul 12 2017,42.1,48.48,43.93,47,507621.79,6.38
Thu Jul 13 2017,44.1,47.88,47,45.48,258121.46,3.78
Fri Jul 14 2017,40,45.72,45.49,42.74,439379.63,5.72
Sat Jul 15 2017,37.5,42.99,42.74,38.14,523760.64,5.49
Sun Jul 16 2017,34.78,41.99,38.14,40.69,638970.53,7.21
Mon Jul 17 2017,39.72,43.08,40.69,42.36,503626.27,3.36
Tue Jul 18 2017,40.56,45,42.35,43.5,427037.83,4.44
Wed Jul 19 2017,39.68,43.96,43.5,40.19,318149.89,4.28
Thu Jul 20 2017,40.12,45,40.22,44.72,426613.71,4.88
Fri Jul 21 2017,44,47.93,44.72,45.4,475716.58,3.93
Sat Jul 22 2017,44.43,47.52,45.4,46.7,184124.54,3.09
Sun Jul 23 2017,44.1,46.95,46.69,45.23,175392.05,2.85
Mon Jul 24 2017,44.41,45.49,45.23,45.01,123492.46,1.08
Tue Jul 25 2017,40.23,45.15,45.01,42.21,322298.13,4.92
Wed Jul 26 2017,40.4,43,42.21,41.99,205180.15,2.60
Thu Jul 27 2017,40.8,42.3,41.99,41.87,167960.11,1.50
Fri Jul 28 2017,40.1,42.17,41.82,40.35,208408.47,2.07
Sat Jul 29 2017,38.28,41.5,40.35,41.01,247822.37,3.22
Sun Jul 30 2017,39.56,42.16,41,40.82,138986.54,2.60
Mon Jul 31 2017,38.4,43.8,40.81,42.27,305176.23,5.40
Tue Aug 01 2017,41.18,43.84,42.25,43.18,291043.50,2.66
Wed Aug 02 2017,41.52,43.23,43.18,41.82,161647.52,1.71
Thu Aug 03 2017,41.73,42.87,41.78,42.49,98964.36,1.14
Fri Aug 04 2017,42.34,43.49,42.5,43.07,114705.84,1.15
Sat Aug 05 2017,43.06,47.09,43.07,45.85,345797.71,4.03
Sun Aug 06 2017,44.78,46.65,45.87,45.33,180668.45,1.87
Mon Aug 07 2017,45.01,46.5,45.29,45.99,162222.89,1.49
Tue Aug 08 2017,45.76,49.98,45.99,49.06,376413.42,4.22
Wed Aug 09 2017,46.66,49.95,49.06,47.69,301555.57,3.29
Thu Aug 10 2017,47.01,48.6,47.7,47.2,174188.69,1.59
Fri Aug 11 2017,46.6,47.71,47.2,47.08,188322.12,1.11
Sat Aug 12 2017,46.01,47.8,47.06,46.33,243746.50,1.79
Sun Aug 13 2017,44.05,47.38,46.32,45.22,275861.72,3.33
Mon Aug 14 2017,44.82,46.34,45.22,45.59,199448.20,1.52
Tue Aug 15 2017,41.65,45.7,45.59,43.1,307936.90,4.05
Wed Aug 16 2017,42.01,44.94,43.08,43.8,194880.21,2.93
Thu Aug 17 2017,43.13,44.7,43.8,43.88,163412.84,1.57
Fri Aug 18 2017,43.29,47.99,43.83,46.69,363409.48,4.70
Sat Aug 19 2017,43.76,47,46.69,45.18,159157.08,3.24
Sun Aug 20 2017,44.07,47.15,45.17,45.57,155995.41,3.08
Mon Aug 21 2017,44.9,48.87,45.57,47.99,246856.79,3.97
Tue Aug 22 2017,44.65,47.99,47.99,46.43,231982.68,3.34
Wed Aug 23 2017,46.08,55,46.44,53.31,588731.34,8.92
Thu Aug 24 2017,50.23,53.46,53.31,51.09,399924.71,3.23
Fri Aug 25 2017,50.1,52.2,51.09,51.11,261823.81,2.10
Sat Aug 26 2017,50,52,51.12,51.55,174542.30,2.00
Sun Aug 27 2017,51.14,64.67,51.56,61.56,840163.32,13.53
Mon Aug 28 2017,58.76,64.73,61.57,62.38,566726.69,5.97
Tue Aug 29 2017,61.25,64.45,62.39,63.75,455434.67,3.20
Wed Aug 30 2017,62,67.5,63.72,66.03,399096.04,5.50
Thu Aug 31 2017,65.22,74.8,66.02,73.23,1028405.27,9.58
Fri Sep 01 2017,71.43,98.28,73.23,89.23,2032348.90,26.85
Sat Sep 02 2017,73.87,93.85,89.16,79.84,1394296.51,19.98
Sun Sep 03 2017,77.26,84.91,79.84,79.47,619530.87,7.65
Mon Sep 04 2017,64,79.51,79.45,71.29,1297606.34,15.51
Tue Sep 05 2017,66,74.95,71.29,74.19,794255.83,8.95
Wed Sep 06 2017,74.19,82.7,74.19,81.47,926234.50,8.51
Thu Sep 07 2017,77.37,82.75,81.47,80.23,585809.30,5.38
Fri Sep 08 2017,68.12,82.25,80.23,73.7,1111754.91,14.13
Sat Sep 09 2017,69.1,74.5,73.71,71.27,436553.23,5.40
Sun Sep 10 2017,65.02,71.44,71.27,67.44,570124.42,6.42
Mon Sep 11 2017,65.5,71.55,67.45,68.28,429326.49,6.05
Tue Sep 12 2017,65.02,71.93,68.29,66,611134.44,6.91
Wed Sep 13 2017,57.74,66.46,66,61.8,1130517.25,8.72
Thu Sep 14 2017,45.1,62.6,61.81,45.42,1684511.66,17.50
Fri Sep 15 2017,33.56,62.41,45.42,52.29,3159172.37,28.85
Sat Sep 16 2017,50.35,59,52.28,52.47,904796.87,8.65
Sun Sep 17 2017,47.87,54.1,52.47,51.37,592108.22,6.23
Mon Sep 18 2017,51.36,58,51.37,56.3,892629.72,6.64
Tue Sep 19 2017,51.38,56.86,56.3,52.95,622918.82,5.48
Wed Sep 20 2017,51.11,54.6,52.95,51.57,354024.26,3.49
Thu Sep 21 2017,45.18,52.5,51.58,46.61,852276.42,7.32
Fri Sep 22 2017,45,49.72,46.65,47.81,694935.59,4.72
Sat Sep 23 2017,46.45,50.33,47.83,49.41,332503.67,3.88
Sun Sep 24 2017,47.06,49.58,49.4,47.7,239726.28,2.52
Mon Sep 25 2017,47.52,53.52,47.71,52.22,506467.76,6.00
Tue Sep 26 2017,51.5,54.41,52.22,52.34,365100.94,2.91
Wed Sep 27 2017,52.32,57.45,52.34,56.88,604343.08,5.13
Thu Sep 28 2017,54.07,57.11,56.89,54.87,466215.27,3.04
Fri Sep 29 2017,50.35,54.87,54.87,52.62,562638.93,4.52
Sat Sep 30 2017,52.54,55.92,52.62,55.26,261721.58,3.38
Sun Oct 01 2017,53.5,55.33,55.26,54.69,209171.23,1.83
Mon Oct 02 2017,52.58,55.08,54.7,53.37,247846.39,2.50
Tue Oct 03 2017,51.35,53.59,53.37,52.15,237681.59,2.24
Wed Oct 04 2017,50.5,53,52.15,51.16,215611.54,2.50
Thu Oct 05 2017,50.25,51.94,51.16,51.67,171848.07,1.69
Fri Oct 06 2017,51.4,52.73,51.67,52.12,150475.34,1.33
Sat Oct 07 2017,51.6,52.95,52.12,52.57,120581.74,1.35
Sun Oct 08 2017,52.4,54.79,52.58,53.27,211386.40,2.39
Mon Oct 09 2017,48.15,53.41,53.27,50.04,465209.65,5.26
Tue Oct 10 2017,49.51,51.48,50.04,50.4,204383.74,1.97
Wed Oct 11 2017,50.22,51,50.41,50.81,101221.50,0.78
Thu Oct 12 2017,50.66,59.58,50.81,59.58,937082.96,8.92
Fri Oct 13 2017,55.25,60.96,59.55,58.9,857702.52,5.71
Sat Oct 14 2017,58.3,66.85,58.9,63.94,737614.49,8.55
Sun Oct 15 2017,62.06,69.59,63.89,65.51,803458.13,7.53
Mon Oct 16 2017,62.33,66.4,65.52,64.72,378141.50,4.07
Tue Oct 17 2017,58.51,64.99,64.72,59.19,433722.15,6.48
Wed Oct 18 2017,52.9,61.85,59.2,60.67,843089.64,8.95
Thu Oct 19 2017,58.34,61.42,60.68,59.84,387550.72,3.08
Fri Oct 20 2017,58.52,62.2,59.84,60.12,351855.56,3.68
Sat Oct 21 2017,56.2,60.38,60.13,58.14,325816.03,4.18
Sun Oct 22 2017,56.12,58.89,58.15,56.75,204744.18,2.77
Mon Oct 23 2017,52.45,56.75,56.75,54.76,450582.40,4.30
Tue Oct 24 2017,52.5,59.19,54.75,55.61,541685.91,6.69
Wed Oct 25 2017,53.55,56.92,55.61,56.36,278977.17,3.37
Thu Oct 26 2017,54.75,57.16,56.36,55.56,160314.63,2.41
Fri Oct 27 2017,54.75,56.15,55.56,55.24,129485.51,1.40
Sat Oct 28 2017,54,55.88,55.25,54.52,98216.61,1.88
Sun Oct 29 2017,54.26,57.96,54.53,56.59,205737.77,3.70
Mon Oct 30 2017,55.85,58.39,56.59,56.44,192554.17,2.54
Tue Oct 31 2017,55.4,56.81,56.21,55.41,178115.17,1.41
Wed Nov 01 2017,52.82,55.6,55.41,53,243985.05,2.78
Thu Nov 02 2017,50.25,54.85,53,54.35,579982.03,4.60
Fri Nov 03 2017,53.96,56.36,54.36,56.19,327613.10,2.40
Sat Nov 04 2017,54.62,56.3,56.19,55.09,162855.95,1.68
Sun Nov 05 2017,54.25,55.53,55.12,54.67,157524.55,1.28
Mon Nov 06 2017,53.37,55.85,54.67,54.6,226534.71,2.48
Tue Nov 07 2017,54.6,63.71,54.61,60.61,778954.21,9.11
Wed Nov 08 2017,59.6,64.3,60.61,62.46,833386.39,4.70
Thu Nov 09 2017,61.89,67.24,62.43,64.4,643669.56,5.35
Fri Nov 10 2017,56.13,65.94,64.4,59.32,846086.12,9.81
Sat Nov 11 2017,59.02,63.99,59.31,62.49,474600.49,4.97
Sun Nov 12 2017,57.08,62.6,62.5,58.81,601021.78,5.52
Mon Nov 13 2017,58.23,62.42,58.82,61.24,375566.19,4.19
Tue Nov 14 2017,60.56,63.57,61.24,62.33,356888.10,3.01
Wed Nov 15 2017,62.2,65.43,62.29,63.3,386654.15,3.23
Thu Nov 16 2017,62.52,72.5,63.3,70.56,897267.29,9.98
Fri Nov 17 2017,65.52,71.46,70.56,67.5,808369.86,5.94
Sat Nov 18 2017,65.62,69.99,67.51,69.35,354121.17,4.37
Sun Nov 19 2017,68.55,73.4,69.36,71.7,543753.09,4.85
Mon Nov 20 2017,71.13,73.25,71.7,72.62,412885.30,2.12
Tue Nov 21 2017,68,73,72.62,70,722069.75,5.00
Wed Nov 22 2017,70,72.32,70,72.31,329493.41,2.32
Thu Nov 23 2017,71.07,77.96,72.26,73.3,740453.73,6.89
Fri Nov 24 2017,72.51,77.7,73.31,77.54,538357.88,5.19
Sat Nov 25 2017,77.24,89.88,77.54,89.13,1068065.73,12.64
Sun Nov 26 2017,84.11,89.21,89.14,86.62,731441.92,5.10
Mon Nov 27 2017,86.4,93.89,86.62,91.38,929531.91,7.49
Tue Nov 28 2017,89.96,94.88,91.36,94.49,591980.71,4.92
Wed Nov 29 2017,76.01,103.54,94.49,86.7,1760384.37,27.53
Thu Nov 30 2017,78,93.5,86.7,85.82,1086704.12,15.50
Fri Dec 01 2017,82,100.77,85.86,100.16,1412137.09,18.77
Sat Dec 02 2017,98.1,104.75,100.17,99.65,843668.69,6.65
Sun Dec 03 2017,97,107.49,99.65,101.2,853038.02,10.49
Mon Dec 04 2017,95.36,104.5,101.21,104.28,632325.93,9.14
Tue Dec 05 2017,101.01,104.29,104.28,101.01,491728.09,3.28
Wed Dec 06 2017,97.75,103.9,101.01,100.01,820862.19,6.15
Thu Dec 07 2017,95.01,102.48,100.01,97.96,1014696.08,7.47
Fri Dec 08 2017,95.8,144.75,97.95,128.97,2679808.72,48.95
Sat Dec 09 2017,128.96,199,128.96,160.94,4032658.73,70.04
Sun Dec 10 2017,135.45,160.95,160.94,150.99,1427785.61,25.50
Mon Dec 11 2017,149.95,235,150.63,218.6,2884231.18,85.05
Tue Dec 12 2017,213.3,420,218.57,352.08,4622457.70,206.70
Wed Dec 13 2017,301,372.55,352.07,330,1181391.18,71.55
